text,source,lang
"Rulon Gardner Wins First Two Matches ATHENS, Greece (AP) -- Rulon Gardner won two pool matches Tuesday, his first in the Olympics since his monumental gold-medal upset of Russia's supposedly unbeatable Alexander Karelin in Sydney, to move within one victory of reaching the Greco-Roman wrestling semifinals at 264 1/2 pounds (120kg).",ag_news:world,en
Lebanon rejects US criticism of cabinet Lebanon Wednesday rejected US criticism Syria dictated the make-up of the the new 30-member government of Premier Omar Karami. Information Minister Elie Ferzili said after,ag_news:world,en
"3 blasts in Spain after ETA threat At least three bombs have exploded in central areas of Spanish cities, according to the Spanish interior ministry following a warning by the Basque separatist group ETA.",ag_news:world,en
"Sharon's Likud Rejects Coalition Bid--First Returns TEL AVIV, Israel (Reuters) - Israeli Prime Minister Ariel Sharon's right-wing Likud party voted Wednesday to bar a coalition with center-left Labor that he seeks to advance his Gaza withdrawal plan, according to early returns.",ag_news:world,en
"#39;Piano Teacher #39; author wins Nobel Prize Austrian writer Elfriede Jelinek, a reclusive author whose feminism, leftist politics and pacifism are common themes in her works, won the Nobel Prize in literature Thursday for what the Swedish Academy called her quot;musical flow of voices and counter",ag_news:world,en
"Riggs National Subject of Investigation Riggs National Corp., the parent of Riggs Bank, disclosed Tuesday that both the U.S. Attorney's Office for the District of Columbia and the Department of Justice are conducting an investigation into the bank holding company.",ag_news:world,en
IAEA to discuss S.African nuclear cases next week: report The International Atomic Energy Agency (IAEA) will discuss recent alleged violations of South Africa #39;s laws on weapons of mass destruction (WMD) at its board meeting next week in Vienna.,ag_news:world,en
"Iraq Awards First Post-War Oilfield Contracts BAGHDAD (Reuters) - Iraq's oil ministry has awarded the country's first post-war oilfield development contracts to Turkish and Canadian firms, an oil official said on Thursday.",ag_news:world,en
"Democrats Question Bush's Service, Costs of War (Reuters) Reuters - Democrats raised new questions about\President Bush's Vietnam-era National Guard service on\Wednesday as White House hopeful John Kerry charged the Iraq\war was draining resources from the U.S. economy at home.",ag_news:world,en
"Annan 'Disappointed' in Son's Lack of Disclosure U.N. Secretary-General Kofi\Annan said on Monday he was ""disappointed"" his son did not tell him the full story of his ties to a firm involved\in the U.N. oil-for-food program, now under investigation.",ag_news:world,en
"Bush Attacks Kerry on National Security COLUMBUS, Ohio - President Bush on Saturday ridiculed what he called the ""Kerry doctrine"" as a dangerous outsourcing of America's security, seeking to poke a hole in Sen. John Kerry's debate performance with what advisers see as his rival's biggest miscue...",ag_news:world,en
"Chirac, Blair hope to put bad blood behind them British officials were on diplomatic tenterhooks as they awaited the arrival on Thursday of French President Jacques Chirac for a two-day state visit to Britain.",ag_news:world,en
"Poll: Bush Allies Face Doubts on Terrorism WASHINGTON - President Bush isn't the only world leader facing doubts about his handling of the war on terror. People in Australia, Italy and Britain also harbor reservations about how well their nation's leaders are holding terrorists at bay...",ag_news:world,en
"Cheney Undergoes Tests at Hospital (AP) AP - Vice President Dick Cheney, who has a history of heart trouble, went to a hospital Saturday after experiencing shortness of breath, an aide said.",ag_news:world,en
Gulf war syndrome did damage to 6000 AN independently-funded inquiry called yesterday for the Ministry of Defence to compensate up to 6000 British veterans of the 1991 Gulf war for quot;damaged health quot; as a result of their service.,ag_news:world,en
Nigerian Militia Threatens Armed Struggle Militiamen trying to wrest control of the oil-rich Niger Delta threatened on Tuesday to launch a full-scale armed struggle #39; #39; on petroleum-pumping operations in Africa #39;s,ag_news:world,en
US tackled on al-Qaeda suspects A human rights group accuses the US of holding al-Qaeda suspects at secret locations in violation of legal norms.,ag_news:world,en
Darfur peace talks start in Nigeria Darfur peace talks kicked off four days late in Nigeria on Monday amid mounting international concerns of a resurgence of fighting in the remote Sudanese region.,ag_news:world,en
Wreaths laid in tribute to the fallen Political leaders paid their respects to Britain #39;s war dead in the National Service of Remembrance at the Cenotaph yesterday. The leaders of the government and opposition parties were joined,ag_news:world,en
Paper peace doves fall over southern Thailand as violence &lt;b&gt;...&lt;/b&gt; PATTANI : Fifty aircraft scattered 120 million paper birds across southern Thailand on Sunday in a peace gesture marred by new killings in the troubled Muslim-majority region.,ag_news:world,en
"US Strikes Kill 15 In Al-Fallujah 13 September 2004 -- US aircraft and artillery struck targets in the central Iraqi city of Al-Fallujah today, killing at least 15 people.",ag_news:world,en
"Brown speaks of sympathy for Bigley Gordon Brown has extended his sympathies to the family of Kenneth Bigley, the British hostage being held in Iraq, as Mr Bigley #39;s brother criticised Tony Blair.",ag_news:world,en
Pakistan reporters reach Srinagar A team of Pakistani journalists on a landmark visit to Indian-administered Kashmir arrive in Srinagar.,ag_news:world,en
"Rumsfeld visits Central America US Defense Secretary Donald Rumsfeld is visiting Central America this week, primarily to thank the governments for supporting the war in Iraq.",ag_news:world,en
Arafat in coma as concerns increase over burial Palestinian leader Yasser Arafat remained in a coma Saturday at a French military hospital as concerns heightened over possibilities for his burial and the future of Palestinian leadership.,ag_news:world,en
"EU commission overshadowed by dispute on commissioner #39;s conviction As the new European Commission (EC) started to take up office on Monday, it was still overshadowed by quarrels over French European Commissioner Jacques Barrot #39;s conviction.",ag_news:world,en
"'Excuse Me. May I Have Your Seat?' Thirty years ago, first-year graduate students boarded a crowded train and asked someone for a seat. What happens when you repeat the experiment?",ag_news:world,en
"Iran Says It May Resume Uranium Enrichment Any Time Iran may resume uranium enrichment quot;any moment, quot; the nation #39;s Intelligence Minister warned as Tehran toughened its rhetoric against an international demand it stop all enrichment activities to allay global concerns it is developing nuclear weapons.",ag_news:world,en
"Iran rejects IAEA call,threatens to block checks TEHRAN - A defiant Iran yesterday rejected a resolution by the UN atomic watchdog calling for a halt to sensitive nuclear work and threatened to block tough inspections if the issue was referred to the Security Council.",ag_news:world,en
"Parents of caged boys deserve far worse than nine months in jail: Crown prosecutor (Canadian Press) Canadian Press - TORONTO (CP) - Two brothers who lost their childhoods to a ""systemic campaign of mistreatment and torture"" for more than 13 years deserve better than to see their adoptive parents jailed for a mere nine months, a Crown attorney argued Friday.",ag_news:world,en
Group Leader Ends Irish Gov't Relations (AP) AP - Northern Ireland's major Protestant party broke off relations with the Irish government Monday after Prime Minister Bertie Ahern indicated he had accepted the IRA's refusal to provide photographs of disarmament.,ag_news:world,en
"Islamic Rebels Behead 2nd Thai Buddhist Suspected Islamic militants beheaded a Buddhist laborer in Thailand #39;s tumultuous south, police said Tuesday, the second such killing in retaliation for the deaths",ag_news:world,en
"US ignoring root causes of terror So began an interview of Pakistan President General Pervez Musharraf, who took time out to speak to ABC #39;s Peter Jennings on the sidelines of the UN General Assembly in New York last night.",ag_news:world,en
"Peru Retries Shining Path Leader Guzman The founder of Peru's Maoist Shining Path insurgency raised a defiant fist and proclaimed ""glory to Marxism"" in court Friday as the government retried him on terrorism charges a decade after he was sentenced to life in prison.",ag_news:world,en
"Accident at Dubai Airport Kills 8 A crane smashed into a wall during construction of an unfinished terminal at Dubai #39;s airport Monday, and witnesses reported at least eight workers were killed.",ag_news:world,en
